Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_or_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Status
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,new_car,1371,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,4,real_estate,25,none,rent,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,6,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1543,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_divorced_or_separated,none,2,real_estate,33,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,15,existing_credits_paid_back_duly_till_now,domestic_appliances,1262,bigger_than_500_smaller_than_1000_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,36,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,30,critical_account_or_other_credits_existing,radio_or_television,3656,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,49,stores,own,2,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,new_car,888,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,car_or_other,41,bank,own,1,unskilled_or_resident,2,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,48,delay_in_paying_off_in_the_past,business,6681,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,unknown_or_no_property,38,none,for_free,1,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,18,existing_credits_paid_back_duly_till_now,new_car,6761,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,2,male_and_single,none,4,car_or_other,68,none,rent,2,skilled_employee_or_official,1,none,yes,2
no_checking_account,24,critical_account_or_other_credits_existing,radio_or_television,1851,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,male_and_married_or_widowed,guarantor,2,car_or_other,33,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,21,existing_credits_paid_back_duly_till_now,furniture_or_equipment,3976,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,2,male_and_single,none,3,car_or_other,35,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,6,critical_account_or_other_credits_existing,retraining,932,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,1,female_divorced_or_separated_or_married,none,3,building_society_savings_agreement_or_life_insurance,39,none,own,2,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,no_credits_taken_or_all_credits_paid_back_duly,furniture_or_equipment,3244,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,1,female_divorced_or_separated_or_married,none,4,car_or_other,33,bank,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,critical_account_or_other_credits_existing,furniture_or_equipment,4736,smaller_than_100_DM,smaller_than_1_year,2,female_divorced_or_separated_or_married,none,4,car_or_other,25,bank,own,1,unskilled_or_resident,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,15,delay_in_paying_off_in_the_past,repairs,1512,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,3,male_and_married_or_widowed,none,3,building_society_savings_agreement_or_life_insurance,61,stores,own,2,skilled_employee_or_official,1,none,yes,2
no_checking_account,6,existing_credits_paid_back_duly_till_now,retraining,1238,unknown_or_no_savings_account,unemployed,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,36,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,2,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,30,existing_credits_paid_back_duly_till_now,radio_or_television,1867,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,car_or_other,58,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,12,existing_credits_paid_back_duly_till_now,radio_or_television,2279,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,unknown_or_no_property,37,none,for_free,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,18,all_credits_at_this_bank_paid_back_duly,radio_or_television,1445,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,4,male_and_single,none,4,car_or_other,49,bank,own,1,unskilled_or_resident,1,none,yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,12,existing_credits_paid_back_duly_till_now,radio_or_television,3399,unknown_or_no_savings_account,bigger_than_7_years,2,male_and_single,none,3,car_or_other,37,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,none,yes,1
smaller_than_0_DM,6,critical_account_or_other_credits_existing,new_car,3676,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,1,male_and_single,none,3,real_estate,37,none,rent,3,skilled_employee_or_official,2,none,yes,1
no_checking_account,15,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2221,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,2,female_divorced_or_separated_or_married,none,4,car_or_other,20,none,rent,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,30,no_credits_taken_or_all_credits_paid_back_duly,furniture_or_equipment,4583,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_divorced_or_separated,guarantor,2,real_estate,32,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,36,delay_in_paying_off_in_the_past,radio_or_television,4463,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,car_or_other,26,none,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,6,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2978,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,1,male_and_single,none,2,car_or_other,32,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,10,all_credits_at_this_bank_paid_back_duly,radio_or_television,1048,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,real_estate,23,stores,own,1,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,delay_in_paying_off_in_the_past,business,4712,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,37,bank,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,delay_in_paying_off_in_the_past,new_car,2899,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,car_or_other,43,none,own,1,skilled_employee_or_official,2,none,yes,1
no_checking_account,6,critical_account_or_other_credits_existing,radio_or_television,700,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,unknown_or_no_property,36,none,for_free,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,36,critical_account_or_other_credits_existing,used_car,5842,smaller_than_100_DM,bigger_than_7_years,2,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,35,none,own,2,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,new_car,836,bigger_than_100_smaller_than_500_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,2,building_society_savings_agreement_or_life_insurance,23,bank,own,1,unskilled_or_resident,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,12,no_credits_taken_or_all_credits_paid_back_duly,retraining,1410,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,real_estate,31,none,own,1,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,24,existing_credits_paid_back_duly_till_now,radio_or_television,1533,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,3,car_or_other,38,stores,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,24,delay_in_paying_off_in_the_past,business,2375,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,car_or_other,44,none,own,2,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,24,all_credits_at_this_bank_paid_back_duly,furniture_or_equipment,2828,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,real_estate,22,stores,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,6,existing_credits_paid_back_duly_till_now,furniture_or_equipment,428,smaller_than_100_DM,bigger_than_7_years,2,female_divorced_or_separated_or_married,none,1,building_society_savings_agreement_or_life_insurance,49,bank,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,18,critical_account_or_other_credits_existing,radio_or_television,6070,smaller_than_100_DM,bigger_than_7_years,3,male_and_single,none,4,car_or_other,33,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,24,all_credits_at_this_bank_paid_back_duly,furniture_or_equipment,3552,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,3,male_and_single,none,4,car_or_other,27,bank,own,1,skilled_employee_or_official,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,18,critical_account_or_other_credits_existing,radio_or_television,1795,smaller_than_100_DM,bigger_than_7_years,3,female_divorced_or_separated_or_married,guarantor,4,real_estate,48,bank,rent,2,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,48,no_credits_taken_or_all_credits_paid_back_duly,furniture_or_equipment,7119,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,male_and_single,none,4,unknown_or_no_property,53,none,for_free,2,skilled_employee_or_official,2,none,yes,2
no_checking_account,12,critical_account_or_other_credits_existing,new_car,682,bigger_than_100_smaller_than_500_DM,bigger_than_4_smaller_than_7_years,4,female_divorced_or_separated_or_married,none,3,car_or_other,51,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,15,existing_credits_paid_back_duly_till_now,radio_or_television,3568,smaller_than_100_DM,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,2,car_or_other,54,bank,rent,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,36,existing_credits_paid_back_duly_till_now,radio_or_television,2671,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,co-applicant,4,unknown_or_no_property,50,none,for_free,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,15,critical_account_or_other_credits_existing,furniture_or_equipment,2788,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,female_divorced_or_separated_or_married,co-applicant,3,car_or_other,24,bank,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,39,existing_credits_paid_back_duly_till_now,used_car,2569,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,car_or_other,24,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,existing_credits_paid_back_duly_till_now,radio_or_television,2073,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,co-applicant,2,real_estate,28,none,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,12,critical_account_or_other_credits_existing,new_car,2121,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,30,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,24,critical_account_or_other_credits_existing,repairs,5507,smaller_than_100_DM,bigger_than_7_years,3,male_and_single,none,4,unknown_or_no_property,44,none,for_free,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,15,critical_account_or_other_credits_existing,radio_or_television,1360,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,31,none,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,24,delay_in_paying_off_in_the_past,radio_or_television,1659,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,2,car_or_other,29,none,rent,1,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,12,critical_account_or_other_credits_existing,radio_or_television,522,bigger_than_500_smaller_than_1000_DM,bigger_than_7_years,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,42,none,own,2,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,18,existing_credits_paid_back_duly_till_now,radio_or_television,1936,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,2,male_and_married_or_widowed,none,4,car_or_other,23,none,rent,2,unskilled_or_resident,1,none,yes,1
no_checking_account,12,delay_in_paying_off_in_the_past,repairs,1555,bigger_than_1000_DM,bigger_than_7_years,4,male_and_single,none,4,unknown_or_no_property,55,none,for_free,2,skilled_employee_or_official,2,none,yes,2
no_checking_account,4,critical_account_or_other_credits_existing,radio_or_television,1544,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,male_and_single,none,1,real_estate,42,none,own,3,unskilled_or_resident,2,none,yes,1
smaller_than_0_DM,48,existing_credits_paid_back_duly_till_now,used_car,4788,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,26,none,own,1,skilled_employee_or_official,2,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,9,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2030,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,2,male_and_single,none,1,car_or_other,24,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,13,existing_credits_paid_back_duly_till_now,radio_or_television,1409,bigger_than_100_smaller_than_500_DM,unemployed,2,female_divorced_or_separated_or_married,none,4,real_estate,64,none,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,existing_credits_paid_back_duly_till_now,used_car,11560,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,1,female_divorced_or_separated_or_married,none,4,car_or_other,23,none,rent,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,none,yes,2
no_checking_account,12,critical_account_or_other_credits_existing,radio_or_television,1655,smaller_than_100_DM,bigger_than_7_years,2,male_and_single,none,4,real_estate,63,none,own,2,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,54,no_credits_taken_or_all_credits_paid_back_duly,business,15945,smaller_than_100_DM,smaller_than_1_year,3,male_and_single,none,4,unknown_or_no_property,58,none,rent,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,new_car,1223,smaller_than_100_DM,bigger_than_7_years,1,male_divorced_or_separated,none,1,real_estate,46,none,rent,2,skilled_employee_or_official,1,none,yes,2
no_checking_account,10,critical_account_or_other_credits_existing,new_car,1231,smaller_than_100_DM,bigger_than_7_years,3,male_and_single,none,4,real_estate,32,none,own,2,unskilled_or_resident,2,none,no,1
smaller_than_0_DM,6,critical_account_or_other_credits_existing,new_car,4716,unknown_or_no_savings_account,smaller_than_1_year,1,male_and_single,none,3,real_estate,44,none,own,2,unskilled_or_resident,2,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,48,all_credits_at_this_bank_paid_back_duly,business,3566,bigger_than_100_smaller_than_500_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,2,car_or_other,30,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,15,critical_account_or_other_credits_existing,used_car,3368,bigger_than_1000_DM,bigger_than_7_years,3,male_and_single,none,4,unknown_or_no_property,23,none,rent,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,9,existing_credits_paid_back_duly_till_now,radio_or_television,1206,smaller_than_100_DM,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,4,real_estate,25,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,36,existing_credits_paid_back_duly_till_now,radio_or_television,3835,unknown_or_no_savings_account,bigger_than_7_years,2,female_divorced_or_separated_or_married,none,4,real_estate,45,none,own,1,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,12,critical_account_or_other_credits_existing,repairs,996,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,4,female_divorced_or_separated_or_married,none,4,real_estate,23,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,6,delay_in_paying_off_in_the_past,business,1743,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,1,male_and_single,none,2,real_estate,34,none,own,2,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,12,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1657,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,real_estate,27,none,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,18,existing_credits_paid_back_duly_till_now,radio_or_television,3509,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,female_divorced_or_separated_or_married,guarantor,1,real_estate,25,none,own,1,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,12,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1922,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,37,none,own,1,unskilled_or_resident,1,none,yes,2
no_checking_account,18,existing_credits_paid_back_duly_till_now,radio_or_television,1505,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,unknown_or_no_property,32,none,for_free,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,18,critical_account_or_other_credits_existing,new_car,5302,smaller_than_100_DM,bigger_than_7_years,2,male_and_single,none,4,unknown_or_no_property,36,none,for_free,3,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,30,existing_credits_paid_back_duly_till_now,furniture_or_equipment,3108,smaller_than_100_DM,smaller_than_1_year,2,male_divorced_or_separated,none,4,building_society_savings_agreement_or_life_insurance,31,none,own,1,unskilled_or_resident,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,45,existing_credits_paid_back_duly_till_now,radio_or_television,3031,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,guarantor,4,building_society_savings_agreement_or_life_insurance,21,none,rent,1,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,24,delay_in_paying_off_in_the_past,radio_or_television,1024,smaller_than_100_DM,smaller_than_1_year,4,male_and_married_or_widowed,none,4,real_estate,48,stores,own,1,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,15,existing_credits_paid_back_duly_till_now,new_car,1721,smaller_than_100_DM,smaller_than_1_year,2,male_and_single,none,3,real_estate,36,none,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,critical_account_or_other_credits_existing,furniture_or_equipment,1592,bigger_than_1000_DM,bigger_than_4_smaller_than_7_years,3,female_divorced_or_separated_or_married,none,2,building_society_savings_agreement_or_life_insurance,35,none,own,1,skilled_employee_or_official,1,none,no,1
smaller_than_0_DM,12,all_credits_at_this_bank_paid_back_duly,retraining,339,smaller_than_100_DM,bigger_than_7_years,4,male_and_married_or_widowed,none,1,car_or_other,45,bank,own,1,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,radio_or_television,2384,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,real_estate,64,bank,rent,1,unskilled_or_resident,1,none,yes,1
no_checking_account,36,critical_account_or_other_credits_existing,radio_or_television,9566,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,female_divorced_or_separated_or_married,none,2,car_or_other,31,stores,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,12,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1858,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,1,car_or_other,22,none,rent,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,36,existing_credits_paid_back_duly_till_now,education,1819,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,unknown_or_no_property,37,stores,for_free,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,9,critical_account_or_other_credits_existing,furniture_or_equipment,2406,smaller_than_100_DM,unemployed,2,male_and_single,none,3,car_or_other,31,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,none,yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,3021,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_divorced_or_separated,none,2,real_estate,24,none,rent,1,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,27,existing_credits_paid_back_duly_till_now,business,2528,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,1,building_society_savings_agreement_or_life_insurance,32,none,own,1,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,24,critical_account_or_other_credits_existing,radio_or_television,2611,smaller_than_100_DM,bigger_than_7_years,4,male_and_married_or_widowed,co-applicant,3,real_estate,46,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,21,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2241,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,2,real_estate,50,none,own,2,skilled_employee_or_official,1,none,yes,1
no_checking_account,10,existing_credits_paid_back_duly_till_now,new_car,1309,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,male_and_single,guarantor,4,building_society_savings_agreement_or_life_insurance,27,none,own,1,unskilled_or_resident,1,none,yes,2
no_checking_account,18,critical_account_or_other_credits_existing,used_car,3850,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,3,male_and_single,none,1,car_or_other,27,none,own,2,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,6,existing_credits_paid_back_duly_till_now,radio_or_television,484,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,3,male_and_married_or_widowed,guarantor,3,real_estate,28,bank,own,1,unskilled_or_resident,1,none,yes,1
no_checking_account,5,existing_credits_paid_back_duly_till_now,business,3448,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,1,male_and_single,none,4,real_estate,74,none,own,1,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,12,existing_credits_paid_back_duly_till_now,new_car,900,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,male_and_married_or_widowed,none,2,car_or_other,23,none,own,1,skilled_employee_or_official,1,none,yes,2
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,12,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1474,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,1,building_society_savings_agreement_or_life_insurance,33,bank,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,24,all_credits_at_this_bank_paid_back_duly,business,3161,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,31,none,rent,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,24,existing_credits_paid_back_duly_till_now,radio_or_television,1377,bigger_than_100_smaller_than_500_DM,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,2,unknown_or_no_property,47,none,for_free,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,36,critical_account_or_other_credits_existing,new_car,7855,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,2,real_estate,25,stores,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
smaller_than_0_DM,18,critical_account_or_other_credits_existing,repairs,1190,smaller_than_100_DM,unemployed,2,female_divorced_or_separated_or_married,none,4,unknown_or_no_property,55,none,for_free,3,unemployed_or_unskilled_or_non-resident,2,none,yes,2
no_checking_account,18,delay_in_paying_off_in_the_past,business,2169,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_married_or_widowed,none,2,car_or_other,28,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
smaller_than_0_DM,12,existing_credits_paid_back_duly_till_now,new_car,2579,smaller_than_100_DM,smaller_than_1_year,4,male_and_single,none,1,real_estate,33,none,own,1,unskilled_or_resident,2,none,yes,2
smaller_than_0_DM,6,existing_credits_paid_back_duly_till_now,used_car,1352,bigger_than_500_smaller_than_1000_DM,unemployed,1,female_divorced_or_separated_or_married,none,2,building_society_savings_agreement_or_life_insurance,23,none,rent,1,unemployed_or_unskilled_or_non-resident,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,critical_account_or_other_credits_existing,furniture_or_equipment,3612,smaller_than_100_DM,bigger_than_7_years,3,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,37,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,48,all_credits_at_this_bank_paid_back_duly,business,3609,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,1,female_divorced_or_separated_or_married,none,1,real_estate,27,stores,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,24,critical_account_or_other_credits_existing,new_car,2463,bigger_than_100_smaller_than_500_DM,bigger_than_4_smaller_than_7_years,4,male_and_married_or_widowed,none,3,building_society_savings_agreement_or_life_insurance,27,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,existing_credits_paid_back_duly_till_now,radio_or_television,3092,bigger_than_100_smaller_than_500_DM,smaller_than_1_year,3,male_and_married_or_widowed,none,2,car_or_other,22,none,rent,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
smaller_than_0_DM,21,existing_credits_paid_back_duly_till_now,new_car,3763,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,2,male_and_single,co-applicant,2,real_estate,24,none,own,1,unskilled_or_resident,1,none,no,1
bigger_than_0_DM_but_smaller_than_200_DM,18,critical_account_or_other_credits_existing,new_car,884,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,car_or_other,36,bank,own,1,skilled_employee_or_official,2,"yes,_registered_under_the_customers_name",yes,2
