Installment,Loan_Purpose,Loan_Application_Type,Interest_Rate,Last_Payment_Amount,Loan_Amount,Revolving_Balance,Delinquency_In_2_years,Inquiries_In_6_Months,Mortgage_Accounts,Grade,Open_Accounts,Revolving_Utilization_Rate,Total_Accounts,Fico_Range_Low,Fico_Range_High,Address_State,Employment_Length,Home_Ownership,Verification_Status,Annual_Income,Loan_Status
476.89,major_purchase,Individual,20.0,500.73,18000.0,2203.0,0.0,1.0,0.0,D,9.0,13.4,10.0,740.0,744.0,MI,10+_years,RENT,Not_Verified,165000.0,chargedoff
285.41,credit_card,Individual,8.81,9120.06,9000.0,4997.0,0.0,0.0,0.0,A,11.0,8.6,20.0,750.0,754.0,TX,3_years,RENT,Not_Verified,100000.0,fullypaid
881.57,debt_consolidation,Individual,7.12,881.24,28500.0,28577.0,0.0,0.0,3.0,A,7.0,72.3,17.0,690.0,694.0,WI,10+_years,MORTGAGE,Source_Verified,62000.0,fullypaid
189.1,medical,Individual,8.39,189.08,6000.0,3386.0,1.0,1.0,4.0,B,13.0,10.0,20.0,740.0,744.0,AZ,10+_years,MORTGAGE,Not_Verified,85000.0,fullypaid
503.21,debt_consolidation,Individual,17.57,14541.95,20000.0,12834.0,0.0,0.0,2.0,D,10.0,45.2,16.0,675.0,679.0,GA,8_years,MORTGAGE,Source_Verified,65000.0,fullypaid
244.8,home_improvement,Individual,6.39,244.47,8000.0,1814.0,0.0,0.0,6.0,A,16.0,11.0,32.0,740.0,744.0,CA,10+_years,MORTGAGE,Verified,77244.0,fullypaid
491.01,home_improvement,Individual,10.99,491.0,15000.0,26031.0,0.0,0.0,1.0,B,9.0,72.3,21.0,675.0,679.0,TN,1_year,MORTGAGE,Not_Verified,57000.0,fullypaid
734.77,medical,Individual,23.32,0.0,18900.0,2713.0,1.0,0.0,0.0,E,20.0,63.1,34.0,665.0,669.0,AR,2_years,RENT,Source_Verified,43000.0,chargedoff
66.72,credit_card,Individual,10.59,1174.98,2050.0,5701.0,0.0,2.0,nan,B,6.0,46.3,7.0,700.0,704.0,NY,1_year,RENT,Not_Verified,25000.0,fullypaid
432.73,debt_consolidation,Individual,7.07,0.0,14000.0,1516.0,0.0,0.0,2.0,A,7.0,15.0,24.0,825.0,829.0,NH,4_years,MORTGAGE,Not_Verified,65000.0,chargedoff
179.65,credit_card,Individual,7.21,4036.32,5800.0,18379.0,0.0,0.0,0.0,A,11.0,53.1,13.0,770.0,774.0,WA,5_years,RENT,Not_Verified,53000.0,fullypaid
191.28,credit_card,Individual,9.17,191.26,6000.0,5221.0,1.0,0.0,0.0,B,5.0,91.6,14.0,660.0,664.0,WA,<_1_year,RENT,Not_Verified,30000.0,fullypaid
614.95,credit_card,Individual,11.44,28381.39,28000.0,100.0,0.0,0.0,8.0,B,9.0,0.3,40.0,780.0,784.0,CA,10+_years,MORTGAGE,Source_Verified,83000.0,fullypaid
324.98,debt_consolidation,Individual,10.49,17.24,10000.0,4687.0,0.0,0.0,3.0,B,9.0,21.7,25.0,695.0,699.0,TX,10+_years,MORTGAGE,Source_Verified,55000.0,fullypaid
489.31,major_purchase,Individual,10.75,9859.89,15000.0,16903.0,2.0,2.0,1.0,B,17.0,27.2,36.0,700.0,704.0,CA,10+_years,MORTGAGE,Not_Verified,180000.0,fullypaid
712.96,debt_consolidation,Individual,16.99,712.73,20000.0,10591.0,0.0,0.0,1.0,D,13.0,61.2,21.0,670.0,674.0,IL,2_years,MORTGAGE,Verified,55000.0,fullypaid
892.61,debt_consolidation,Individual,9.17,892.59,28000.0,18376.0,0.0,0.0,0.0,B,5.0,66.3,15.0,735.0,739.0,NJ,4_years,RENT,Source_Verified,64000.0,fullypaid
960.11,debt_consolidation,Individual,21.67,960.11,35000.0,1293.0,6.0,2.0,2.0,E,11.0,9.3,37.0,670.0,674.0,NJ,10+_years,RENT,Verified,88000.0,chargedoff
339.6,debt_consolidation,Individual,10.16,2958.26,10500.0,10840.0,1.0,0.0,0.0,B,22.0,42.5,49.0,685.0,689.0,MA,1_year,RENT,Verified,170000.0,fullypaid
98.89,home_improvement,Individual,11.47,485.22,3000.0,7401.0,1.0,0.0,2.0,B,12.0,23.9,25.0,735.0,739.0,TX,10+_years,MORTGAGE,Verified,60000.0,fullypaid
542.74,debt_consolidation,Individual,18.06,7348.01,15000.0,14564.0,0.0,1.0,1.0,D,18.0,59.4,27.0,660.0,664.0,NY,10+_years,MORTGAGE,Not_Verified,160000.0,fullypaid
786.83,debt_consolidation,Individual,19.52,786.83,30000.0,15528.0,1.0,0.0,1.0,E,8.0,83.5,29.0,670.0,674.0,NC,10+_years,MORTGAGE,Verified,92334.24,chargedoff
1115.77,credit_card,Individual,9.17,25669.85,35000.0,19742.0,0.0,0.0,4.0,B,30.0,15.0,58.0,770.0,774.0,ME,<_1_year,MORTGAGE,Source_Verified,81000.0,fullypaid
312.91,debt_consolidation,Individual,7.9,312.6,10000.0,5354.0,0.0,0.0,0.0,A,7.0,22.9,17.0,750.0,754.0,MN,<_1_year,RENT,Not_Verified,62000.0,fullypaid
196.41,credit_card,Individual,10.99,195.97,6000.0,5185.0,1.0,0.0,2.0,B,13.0,60.3,18.0,665.0,669.0,AR,nan,MORTGAGE,Source_Verified,38000.0,fullypaid
286.1,car,Individual,5.32,285.73,9500.0,2478.0,0.0,1.0,5.0,A,13.0,8.1,35.0,770.0,774.0,OH,2_years,MORTGAGE,Source_Verified,93500.0,fullypaid
366.76,credit_card,Individual,13.33,10019.37,16000.0,49332.0,0.0,0.0,3.0,C,30.0,88.6,54.0,700.0,704.0,CA,5_years,MORTGAGE,Verified,64000.0,fullypaid
584.24,credit_card,Individual,6.72,481.5,19000.0,19004.0,0.0,0.0,1.0,A,9.0,32.3,18.0,710.0,714.0,MI,10+_years,RENT,Not_Verified,87000.0,fullypaid
214.41,debt_consolidation,Individual,13.98,5800.72,6275.0,3585.0,0.0,2.0,0.0,C,7.0,34.0,12.0,685.0,689.0,NY,<_1_year,RENT,Not_Verified,35318.0,fullypaid
241.29,credit_card,Individual,12.62,5355.05,7200.0,4987.0,0.0,0.0,0.0,C,6.0,45.3,15.0,680.0,684.0,LA,3_years,OWN,Not_Verified,56000.0,fullypaid
554.1,debt_consolidation,Individual,13.65,19314.8,24000.0,24136.0,0.0,1.0,7.0,C,8.0,88.1,37.0,705.0,709.0,PA,4_years,MORTGAGE,Verified,110000.0,fullypaid
476.3,home_improvement,Individual,8.9,550.1,15000.0,7220.0,0.0,4.0,2.0,A,8.0,60.0,25.0,715.0,719.0,WY,8_years,MORTGAGE,Not_Verified,114000.0,fullypaid
67.87,debt_consolidation,Individual,13.49,1846.38,2000.0,408.0,0.0,1.0,0.0,C,8.0,51.0,10.0,695.0,699.0,IL,8_years,RENT,Verified,62561.0,fullypaid
322.63,debt_consolidation,Individual,9.99,322.63,10000.0,21786.0,0.0,1.0,0.0,B,14.0,66.8,26.0,675.0,679.0,NV,2_years,RENT,Source_Verified,42000.0,chargedoff
361.38,home_improvement,Individual,5.32,6954.66,12000.0,10182.0,0.0,0.0,5.0,A,13.0,28.2,32.0,730.0,734.0,WA,<_1_year,MORTGAGE,Source_Verified,79000.0,fullypaid
659.81,credit_card,Individual,11.53,11032.05,20000.0,3613.0,0.0,1.0,4.0,B,5.0,32.0,12.0,665.0,669.0,NV,6_years,MORTGAGE,Source_Verified,72000.0,fullypaid
650.05,credit_card,Individual,13.66,24614.72,28150.0,32643.0,0.0,1.0,0.0,C,12.0,85.0,16.0,690.0,694.0,OH,10+_years,RENT,Verified,70000.0,fullypaid
353.01,debt_consolidation,Individual,16.29,10023.31,10000.0,4329.0,0.0,2.0,0.0,D,15.0,61.8,22.0,695.0,699.0,NC,<_1_year,RENT,Source_Verified,35000.0,fullypaid
654.68,debt_consolidation,Individual,10.99,10640.21,20000.0,18933.0,1.0,1.0,0.0,B,11.0,57.0,25.0,695.0,699.0,NJ,4_years,RENT,Source_Verified,78000.0,fullypaid
268.7,debt_consolidation,Individual,12.29,268.7,12000.0,8039.0,0.0,0.0,4.0,C,16.0,62.8,52.0,670.0,674.0,NJ,nan,MORTGAGE,Verified,66000.0,chargedoff
353.53,debt_consolidation,Individual,10.99,2415.12,10800.0,10607.0,0.0,0.0,2.0,B,9.0,62.4,21.0,710.0,714.0,TX,7_years,MORTGAGE,Source_Verified,54000.0,fullypaid
196.38,medical,Individual,24.08,5100.33,5000.0,34341.0,2.0,0.0,1.0,F,14.0,86.7,26.0,660.0,664.0,MI,10+_years,MORTGAGE,Source_Verified,59000.0,fullypaid
562.24,debt_consolidation,Individual,11.44,562.24,25600.0,9002.0,0.0,1.0,2.0,B,11.0,39.0,29.0,710.0,714.0,IL,5_years,MORTGAGE,Source_Verified,120000.0,chargedoff
371.68,house,Individual,7.21,10893.47,12000.0,1284.0,0.0,2.0,1.0,A,13.0,6.2,28.0,725.0,729.0,AR,10+_years,MORTGAGE,Source_Verified,80000.0,fullypaid
542.33,credit_card,Individual,12.12,13306.01,16300.0,15643.0,0.0,2.0,0.0,B,21.0,72.1,29.0,715.0,719.0,FL,9_years,MORTGAGE,Not_Verified,67000.0,fullypaid
557.86,debt_consolidation,Individual,20.99,557.86,20625.0,8868.0,1.0,0.0,0.0,E,14.0,36.0,28.0,690.0,694.0,IL,10+_years,RENT,Source_Verified,43000.0,chargedoff
183.32,major_purchase,Individual,10.99,1942.31,5600.0,4452.0,3.0,1.0,0.0,B,13.0,31.4,20.0,685.0,689.0,NY,<_1_year,OWN,Source_Verified,28500.0,fullypaid
774.3,small_business,Individual,9.99,20186.5,24000.0,23330.0,0.0,1.0,3.0,B,16.0,52.5,24.0,710.0,714.0,MA,10+_years,MORTGAGE,Verified,90000.0,fullypaid
982.02,debt_consolidation,Individual,10.99,982.02,30000.0,22331.0,0.0,1.0,6.0,B,14.0,49.7,51.0,720.0,724.0,MS,nan,MORTGAGE,Source_Verified,226200.0,chargedoff
341.22,debt_consolidation,Individual,12.99,14614.14,15000.0,12327.0,0.0,0.0,7.0,B,17.0,17.4,38.0,755.0,759.0,MO,10+_years,MORTGAGE,Source_Verified,70000.0,fullypaid
183.1,debt_consolidation,Individual,10.91,2968.44,5600.0,5350.0,2.0,0.0,4.0,B,4.0,90.7,12.0,660.0,664.0,TN,8_years,MORTGAGE,Not_Verified,75000.0,fullypaid
702.21,debt_consolidation,Individual,6.24,702.15,23000.0,29152.0,0.0,0.0,7.0,A,18.0,22.8,46.0,755.0,759.0,SC,nan,MORTGAGE,Verified,100000.0,fullypaid
303.91,credit_card,Individual,5.93,2974.63,10000.0,45255.0,0.0,0.0,1.0,A,9.0,71.3,30.0,740.0,744.0,AZ,10+_years,RENT,Not_Verified,65000.0,fullypaid
159.4,debt_consolidation,Individual,9.17,476.7,5000.0,3501.0,0.0,1.0,0.0,B,7.0,28.5,25.0,670.0,674.0,CA,nan,RENT,Verified,29444.0,fullypaid
1067.95,debt_consolidation,Individual,16.89,1126.12,30000.0,24385.0,0.0,0.0,nan,D,5.0,92.0,15.0,710.0,714.0,CA,3_years,RENT,Verified,160000.0,fullypaid
595.41,car,Individual,15.05,22311.33,25000.0,2792.0,1.0,0.0,6.0,C,11.0,58.2,26.0,705.0,709.0,NH,10+_years,OWN,Source_Verified,226992.0,fullypaid
389.98,debt_consolidation,Individual,10.49,6227.97,12000.0,8332.0,1.0,1.0,2.0,B,10.0,46.8,20.0,680.0,684.0,NC,10+_years,MORTGAGE,Not_Verified,100000.0,fullypaid
145.58,debt_consolidation,Individual,14.99,1977.83,4200.0,999.0,0.0,0.0,0.0,C,18.0,7.9,33.0,660.0,664.0,UT,10+_years,RENT,Verified,40000.0,fullypaid
255.0,credit_card,Individual,9.16,254.76,8000.0,15213.0,1.0,0.0,1.0,B,13.0,38.9,21.0,690.0,694.0,MA,2_years,MORTGAGE,Source_Verified,60000.0,fullypaid
263.11,home_improvement,Individual,7.97,8042.17,8400.0,11370.0,0.0,0.0,1.0,A,13.0,23.9,25.0,745.0,749.0,NY,10+_years,MORTGAGE,Not_Verified,62000.0,fullypaid
715.19,debt_consolidation,Individual,19.99,715.19,27000.0,16186.0,1.0,5.0,7.0,E,11.0,54.0,24.0,720.0,724.0,MA,9_years,MORTGAGE,Source_Verified,96000.0,chargedoff
431.62,debt_consolidation,Individual,14.16,5637.8,12600.0,8002.0,0.0,1.0,8.0,C,7.0,45.7,43.0,660.0,664.0,CA,nan,RENT,Verified,58000.0,fullypaid
398.35,credit_card,Individual,12.69,9459.76,11875.0,12272.0,0.0,0.0,0.0,C,12.0,50.1,25.0,680.0,684.0,CA,10+_years,RENT,Verified,27000.0,fullypaid
312.67,debt_consolidation,Individual,16.55,312.67,8825.0,5045.0,0.0,0.0,0.0,D,4.0,87.0,5.0,665.0,669.0,NY,<_1_year,RENT,Source_Verified,26000.0,chargedoff
1132.16,debt_consolidation,Individual,29.99,1132.16,35000.0,17991.0,1.0,4.0,1.0,F,18.0,70.0,34.0,680.0,684.0,AR,1_year,MORTGAGE,Source_Verified,133000.0,chargedoff
301.15,credit_card,Individual,5.32,5291.08,10000.0,15304.0,0.0,0.0,2.0,A,9.0,46.5,16.0,730.0,734.0,TX,1_year,RENT,Source_Verified,100000.0,fullypaid
68.99,debt_consolidation,Individual,14.65,68.99,2000.0,861.0,4.0,2.0,0.0,C,7.0,23.9,24.0,665.0,669.0,IN,10+_years,OWN,Source_Verified,32500.0,chargedoff
641.71,debt_consolidation,Individual,20.99,5402.23,23725.0,15086.0,0.0,2.0,3.0,E,16.0,39.3,41.0,675.0,679.0,IL,9_years,OWN,Source_Verified,59400.0,fullypaid
437.28,debt_consolidation,Individual,21.49,12968.41,16000.0,7108.0,0.0,1.0,1.0,D,11.0,67.0,15.0,675.0,679.0,MA,10+_years,MORTGAGE,Verified,45300.0,fullypaid
306.89,debt_consolidation,Individual,14.65,12098.25,13000.0,9814.0,0.0,0.0,0.0,C,8.0,71.6,13.0,730.0,734.0,AL,4_years,RENT,Not_Verified,39000.0,fullypaid
872.52,credit_card,Individual,7.62,872.44,28000.0,43879.0,0.0,1.0,6.0,A,24.0,24.2,47.0,775.0,779.0,MA,10+_years,MORTGAGE,Not_Verified,164000.0,fullypaid
170.07,debt_consolidation,Individual,13.66,338.64,5000.0,6670.0,0.0,0.0,0.0,C,3.0,64.8,7.0,680.0,684.0,CA,5_years,OWN,Source_Verified,34000.0,fullypaid
762.12,debt_consolidation,Individual,15.05,29782.24,32000.0,17605.0,0.0,0.0,0.0,C,12.0,53.7,20.0,685.0,689.0,OH,10+_years,MORTGAGE,Verified,75000.0,fullypaid
430.45,debt_consolidation,Joint_App,21.49,14611.06,15750.0,4004.0,0.0,0.0,2.0,D,9.0,39.3,35.0,705.0,709.0,VA,10+_years,MORTGAGE,Source_Verified,33000.0,fullypaid
162.87,credit_card,Individual,13.49,4452.04,4800.0,3549.0,0.0,1.0,1.0,C,8.0,98.6,17.0,690.0,694.0,LA,10+_years,MORTGAGE,Source_Verified,84000.0,fullypaid
688.33,debt_consolidation,Individual,14.49,18084.67,20000.0,11305.0,1.0,1.0,3.0,C,12.0,52.6,35.0,680.0,684.0,ME,10+_years,MORTGAGE,Not_Verified,90000.0,fullypaid
341.56,debt_consolidation,Individual,18.75,341.56,9350.0,6779.0,0.0,0.0,0.0,D,3.0,71.4,6.0,670.0,674.0,NY,9_years,RENT,Not_Verified,50000.0,chargedoff
469.71,debt_consolidation,Individual,20.62,1386.1,17500.0,16151.0,0.0,0.0,nan,F,4.0,99.7,8.0,710.0,714.0,WA,6_years,RENT,Source_Verified,62880.0,fullypaid
180.19,other,Individual,17.77,4167.13,5000.0,44597.0,0.0,2.0,4.0,D,16.0,78.7,38.0,695.0,699.0,MN,5_years,MORTGAGE,Verified,260000.0,fullypaid
469.36,debt_consolidation,Individual,7.9,302.81,15000.0,8917.0,0.0,1.0,0.0,A,10.0,23.8,19.0,760.0,764.0,NY,2_years,RENT,Not_Verified,140000.0,fullypaid
1238.98,debt_consolidation,Individual,16.49,14922.08,35000.0,6075.0,0.0,0.0,0.0,D,19.0,88.0,22.0,690.0,694.0,NJ,1_year,RENT,Verified,110000.0,fullypaid
163.33,debt_consolidation,Individual,20.75,163.27,4350.0,2411.0,0.0,0.0,0.0,E,4.0,75.3,4.0,695.0,699.0,TX,nan,RENT,Verified,12096.0,fullypaid
760.89,debt_consolidation,Individual,6.03,15917.2,25000.0,51047.0,0.0,0.0,2.0,A,8.0,18.2,21.0,735.0,739.0,NY,nan,MORTGAGE,Verified,77000.0,fullypaid
427.62,debt_consolidation,Individual,8.18,12310.01,21000.0,44803.0,0.0,0.0,4.0,B,16.0,51.0,42.0,725.0,729.0,MA,10+_years,MORTGAGE,Source_Verified,80000.0,fullypaid
219.19,other,Individual,11.99,219.19,6600.0,48648.0,0.0,1.0,2.0,C,29.0,55.0,51.0,735.0,739.0,TX,10+_years,OWN,Source_Verified,66000.0,chargedoff
196.71,debt_consolidation,Individual,30.99,3615.16,4575.0,4381.0,0.0,0.0,2.0,G,8.0,87.6,19.0,660.0,664.0,NM,2_years,MORTGAGE,Verified,22800.0,fullypaid
322.04,debt_consolidation,Individual,12.69,7.2,9600.0,8564.0,0.0,1.0,0.0,C,7.0,89.2,9.0,665.0,669.0,FL,6_years,RENT,Source_Verified,45000.0,fullypaid
241.46,credit_card,Individual,14.65,144.22,7000.0,7315.0,0.0,1.0,0.0,C,8.0,55.4,8.0,670.0,674.0,NJ,<_1_year,MORTGAGE,Verified,30000.0,fullypaid
102.99,other,Individual,14.31,102.77,3000.0,18226.0,0.0,1.0,1.0,C,14.0,71.8,27.0,660.0,664.0,NY,nan,MORTGAGE,Verified,57000.0,fullypaid
456.54,debt_consolidation,Individual,6.03,10387.33,15000.0,11341.0,0.0,0.0,3.0,A,10.0,19.7,40.0,725.0,729.0,DC,5_years,MORTGAGE,Not_Verified,100000.0,fullypaid
659.48,debt_consolidation,Individual,21.97,659.48,17275.0,19860.0,0.0,0.0,0.0,E,26.0,60.7,32.0,695.0,699.0,TX,8_years,RENT,Not_Verified,47000.0,chargedoff
419.58,debt_consolidation,Individual,15.61,860.14,12000.0,7723.0,1.0,0.0,4.0,C,13.0,78.8,32.0,660.0,664.0,AZ,10+_years,MORTGAGE,Verified,104400.0,chargedoff
428.87,credit_card,Individual,14.98,3562.63,12375.0,1568.0,4.0,1.0,0.0,C,12.0,43.6,29.0,675.0,679.0,NJ,3_years,RENT,Verified,30000.0,fullypaid
503.18,debt_consolidation,Individual,12.69,502.85,15000.0,15250.0,0.0,2.0,2.0,C,16.0,71.0,24.0,690.0,694.0,CA,10+_years,MORTGAGE,Not_Verified,109400.0,fullypaid
173.45,debt_consolidation,Individual,15.05,3888.34,5000.0,6260.0,4.0,1.0,2.0,C,9.0,58.5,31.0,660.0,664.0,GA,nan,MORTGAGE,Verified,21000.0,fullypaid
121.75,debt_consolidation,Individual,6.03,72.49,4000.0,6590.0,0.0,0.0,3.0,A,13.0,7.9,23.0,810.0,814.0,VA,3_years,MORTGAGE,Not_Verified,72000.0,fullypaid
1223.43,debt_consolidation,Individual,15.59,8301.96,35000.0,53880.0,0.0,0.0,1.0,D,9.0,86.2,37.0,690.0,694.0,TX,1_year,RENT,Verified,125000.0,fullypaid
803.75,debt_consolidation,Individual,9.75,803.69,25000.0,6929.0,0.0,0.0,0.0,B,14.0,10.5,21.0,695.0,699.0,CA,10+_years,RENT,Not_Verified,76000.0,fullypaid
201.42,other,Individual,12.74,6096.89,6000.0,3425.0,0.0,0.0,0.0,C,5.0,20.9,19.0,700.0,704.0,CO,nan,OWN,Source_Verified,24097.0,fullypaid
328.01,debt_consolidation,Individual,14.31,10743.31,14000.0,11244.0,0.0,0.0,0.0,C,6.0,90.0,17.0,675.0,679.0,PA,<_1_year,OWN,Source_Verified,32000.0,fullypaid
638.25,major_purchase,Individual,18.25,25171.45,25000.0,11675.0,0.0,1.0,1.0,E,14.0,22.4,20.0,805.0,809.0,LA,10+_years,MORTGAGE,Not_Verified,140000.0,fullypaid
370.09,debt_consolidation,Individual,6.92,369.95,12000.0,9972.0,0.0,0.0,1.0,A,6.0,88.2,13.0,670.0,674.0,GA,10+_years,MORTGAGE,Not_Verified,115000.0,fullypaid
561.02,debt_consolidation,Individual,15.81,8173.72,16000.0,11467.0,1.0,2.0,nan,C,15.0,42.0,32.0,680.0,684.0,CA,6_years,RENT,Verified,80000.0,fullypaid
329.62,home_improvement,Individual,11.47,985.22,10000.0,6157.0,0.0,2.0,3.0,B,17.0,23.5,49.0,660.0,664.0,MO,6_years,MORTGAGE,Not_Verified,52000.0,fullypaid
277.52,debt_consolidation,Individual,15.05,6067.66,8000.0,6050.0,0.0,3.0,1.0,C,17.0,27.3,34.0,660.0,664.0,RI,4_years,MORTGAGE,Verified,125000.0,fullypaid
314.6,home_improvement,Individual,15.59,1847.13,9000.0,40330.0,0.0,1.0,3.0,C,18.0,58.7,39.0,665.0,669.0,OH,8_years,MORTGAGE,Not_Verified,125000.0,fullypaid
215.12,credit_card,Individual,6.68,4485.49,7000.0,5900.0,0.0,0.0,0.0,A,6.0,46.5,32.0,670.0,674.0,CO,7_years,RENT,Not_Verified,76000.0,fullypaid
997.15,credit_card,Individual,12.05,3.12,30000.0,25915.0,0.0,1.0,0.0,C,17.0,46.9,24.0,675.0,679.0,CA,10+_years,RENT,Source_Verified,96740.0,fullypaid
671.38,debt_consolidation,Joint_App,12.74,671.38,20000.0,29907.0,0.0,0.0,5.0,C,18.0,46.4,35.0,680.0,684.0,CT,10+_years,MORTGAGE,Not_Verified,73000.0,chargedoff
778.01,credit_card,Individual,15.99,32524.8,32000.0,21789.0,0.0,0.0,0.0,C,16.0,31.8,54.0,710.0,714.0,MA,3_years,RENT,Source_Verified,148000.0,fullypaid
332.1,home_improvement,Individual,11.99,9656.43,10000.0,6140.0,1.0,0.0,7.0,B,15.0,26.0,45.0,700.0,704.0,IL,10+_years,MORTGAGE,Source_Verified,213000.0,fullypaid
541.81,debt_consolidation,Individual,13.35,7757.21,16000.0,3864.0,0.0,0.0,0.0,C,9.0,53.7,12.0,660.0,664.0,TX,4_years,OWN,Not_Verified,40000.0,fullypaid
376.19,home_improvement,Individual,20.89,10276.42,10000.0,345.0,0.0,2.0,0.0,D,8.0,2.2,14.0,710.0,714.0,NY,nan,OWN,Not_Verified,82000.0,fullypaid
304.12,credit_card,Individual,18.75,7355.14,8325.0,13002.0,0.0,0.0,3.0,D,9.0,87.3,23.0,665.0,669.0,CA,nan,MORTGAGE,Verified,25000.0,fullypaid
644.18,debt_consolidation,Individual,14.65,1287.01,18675.0,42955.0,1.0,1.0,0.0,C,45.0,60.0,62.0,660.0,664.0,TX,3_years,RENT,Verified,90000.0,fullypaid
893.54,debt_consolidation,Individual,18.25,28987.83,35000.0,39922.0,0.0,0.0,2.0,E,13.0,75.0,33.0,675.0,679.0,FL,4_years,MORTGAGE,Source_Verified,102000.0,fullypaid
187.94,debt_consolidation,Individual,7.97,3042.3,6000.0,4219.0,0.0,1.0,0.0,A,5.0,46.9,16.0,715.0,719.0,IN,6_years,OWN,Source_Verified,32000.0,fullypaid
97.71,credit_card,Individual,10.64,97.71,3000.0,6405.0,0.0,0.0,0.0,B,8.0,72.0,18.0,670.0,674.0,OR,7_years,RENT,Verified,50000.0,chargedoff
556.78,debt_consolidation,Individual,7.12,12508.36,18000.0,42697.0,0.0,1.0,3.0,A,7.0,58.7,19.0,735.0,739.0,IL,10+_years,MORTGAGE,Verified,120000.0,fullypaid
263.39,home_improvement,Individual,11.39,7726.23,8000.0,17673.0,0.0,0.0,2.0,B,4.0,98.2,9.0,690.0,694.0,VA,9_years,MORTGAGE,Source_Verified,335000.0,fullypaid
323.43,credit_card,Individual,10.16,2223.65,10000.0,17561.0,0.0,0.0,0.0,B,20.0,45.1,55.0,705.0,709.0,MD,10+_years,RENT,Source_Verified,63000.0,fullypaid
264.46,debt_consolidation,Individual,11.67,264.26,8000.0,1890.0,0.0,0.0,0.0,B,5.0,63.0,12.0,675.0,679.0,AZ,<_1_year,RENT,Source_Verified,70000.0,fullypaid
40.09,debt_consolidation,Individual,12.39,348.16,1200.0,6362.0,0.0,0.0,0.0,C,3.0,72.3,7.0,710.0,714.0,MI,10+_years,RENT,Not_Verified,38646.0,fullypaid
446.94,debt_consolidation,Individual,7.35,9747.42,14400.0,32273.0,0.0,0.0,1.0,A,24.0,41.2,48.0,720.0,724.0,MD,10+_years,OWN,Not_Verified,68000.0,fullypaid
802.29,debt_consolidation,Individual,13.33,29068.8,35000.0,28555.0,0.0,1.0,4.0,C,12.0,57.9,29.0,705.0,709.0,KS,10+_years,MORTGAGE,Source_Verified,160000.0,fullypaid
635.41,debt_consolidation,Individual,16.29,5443.01,18000.0,21516.0,0.0,1.0,0.0,C,16.0,90.8,22.0,690.0,694.0,WA,7_years,RENT,Not_Verified,90000.0,fullypaid
504.52,credit_card,Individual,17.77,4739.03,14000.0,14099.0,0.0,1.0,0.0,D,15.0,67.5,17.0,660.0,664.0,PA,10+_years,RENT,Verified,46176.0,fullypaid
487.33,debt_consolidation,Individual,14.31,487.33,20800.0,23279.0,0.0,1.0,6.0,C,10.0,59.2,27.0,660.0,664.0,AZ,3_years,OWN,Verified,84000.0,chargedoff
93.46,credit_card,Individual,9.91,102.7,2900.0,2894.0,0.0,0.0,nan,B,5.0,57.9,7.0,700.0,704.0,WI,<_1_year,RENT,Source_Verified,31200.0,fullypaid
436.71,debt_consolidation,Individual,12.79,2407.84,13000.0,10242.0,0.0,0.0,0.0,C,4.0,93.1,12.0,670.0,674.0,NY,1_year,RENT,Source_Verified,58000.0,fullypaid
75.48,home_improvement,Individual,8.24,1286.57,2400.0,870.0,0.0,0.0,1.0,B,12.0,6.4,25.0,675.0,679.0,CT,3_years,MORTGAGE,Source_Verified,50000.0,fullypaid
326.21,debt_consolidation,Individual,10.75,325.98,10000.0,7184.0,0.0,0.0,0.0,B,8.0,56.6,15.0,700.0,704.0,GA,1_year,RENT,Source_Verified,40000.0,fullypaid
316.3,debt_consolidation,Joint_App,11.44,5300.88,9600.0,4743.0,0.0,1.0,0.0,B,8.0,36.8,8.0,700.0,704.0,KS,1_year,OWN,Not_Verified,12000.0,fullypaid
743.48,credit_card,Individual,9.99,14477.79,35000.0,47836.0,0.0,0.0,6.0,B,9.0,56.0,37.0,730.0,734.0,OK,10+_years,MORTGAGE,Verified,110000.0,fullypaid
98.92,major_purchase,Individual,11.49,10.75,3000.0,3243.0,1.0,0.0,0.0,B,4.0,53.2,16.0,670.0,674.0,OH,4_years,RENT,Source_Verified,50000.0,fullypaid
1026.5,debt_consolidation,Joint_App,14.08,27013.27,30000.0,26675.0,1.0,0.0,3.0,C,15.0,66.4,24.0,680.0,684.0,OK,6_years,MORTGAGE,Source_Verified,135000.0,fullypaid
322.34,credit_card,Individual,10.49,71.64,15000.0,25644.0,0.0,0.0,2.0,B,8.0,77.0,18.0,680.0,684.0,MO,6_years,MORTGAGE,Not_Verified,47268.0,fullypaid
372.67,credit_card,Individual,7.39,5387.43,12000.0,12205.0,0.0,0.0,2.0,A,7.0,53.1,22.0,720.0,724.0,OH,10+_years,MORTGAGE,Not_Verified,50000.0,fullypaid
580.94,debt_consolidation,Individual,13.99,580.81,17000.0,36924.0,2.0,0.0,3.0,C,8.0,63.0,28.0,685.0,689.0,CA,10+_years,MORTGAGE,Verified,54834.0,fullypaid
718.75,debt_consolidation,Individual,17.57,1473.44,20000.0,13823.0,1.0,2.0,2.0,D,16.0,82.3,34.0,665.0,669.0,AL,7_years,MORTGAGE,Verified,102000.0,chargedoff
